base_model_name,suspect_model_name,num_pairs,avg_js_divergence,avg_prefix_match_rate,avg_lcs_ratio,avg_sig_overlap_rate,avg_text_score,bottom_k_vocab_size,per_pair_js_json
tcapelle/toxicity-scorer-qwen-ct2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.5304975569248199,0.0,0.0,0.0,0.0,2000,"[0.5370402932167053, 0.5370402932167053, 0.5008729100227356, 0.5008729100227356, 0.501765251159668, 0.501765251159668, 0.5440045595169067, 0.5440046191215515, 0.5688047409057617, 0.5688047409057617]"
sail/Sailor2-1B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.3428699791431427,0.0,0.0015936254980079682,0.0,0.0005312084993359894,2000,"[0.2780728042125702, 0.2780728042125702, 0.2268753945827484, 0.2268753945827484, 0.2844315469264984, 0.2844315469264984, 0.5813013911247253, 0.5813013911247253, 0.34366875886917114, 0.34366875886917114]"
plaguss/Qwen2.5-0.5B-Math-Shepherd-PRM-0.1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.38150598108768463,0.0,0.0054237288135593215,0.0,0.0018079096045197738,2000,"[0.3352075517177582, 0.3352075517177582, 0.49424758553504944, 0.49424758553504944, 0.40714365243911743, 0.40714365243911743, 0.3325822949409485, 0.3325823247432709, 0.3383488059043884, 0.3383488059043884]"
plaguss/Qwen2.5-0.5B-Math-Shepherd-PRM-token-0.1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.48133828341960905,0.0,0.0030534351145038168,0.0,0.0010178117048346056,2000,"[0.5257075428962708, 0.5257075428962708, 0.4123055934906006, 0.4123055934906006, 0.5893560647964478, 0.5893560647964478, 0.5619339346885681, 0.5619339346885681, 0.31738826632499695, 0.31738829612731934]"
AlyGreo/finetune-Qwen2-0.5B-codeDataset,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.5009095340967178,0.0,0.058616236162361626,0.0,0.019538745387453874,2000,"[0.6449463963508606, 0.6449464559555054, 0.4547918438911438, 0.4547918438911438, 0.4353864789009094, 0.4353864789009094, 0.45971885323524475, 0.45971888303756714, 0.509704053401947, 0.509704053401947]"
plaguss/Qwen2.5-0.5B-Math-Shepherd-PRM-0.2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.3819791615009308,0.0,0.019957496473931583,0.0,0.006652498824643861,2000,"[0.32376551628112793, 0.32376551628112793, 0.4500897228717804, 0.4500897228717804, 0.3592550754547119, 0.3592550754547119, 0.4802806079387665, 0.4802806079387665, 0.2965048849582672, 0.2965048849582672]"
Audreygyj/Qwen2.5-0.5B-SFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.4273997664451599,0.0,0.0018691588785046728,0.0,0.0006230529595015575,2000,"[0.4597274661064148, 0.4597274661064148, 0.4332551956176758, 0.4332551956176758, 0.3944368362426758, 0.3944368362426758, 0.38515084981918335, 0.38515084981918335, 0.46442848443984985, 0.46442848443984985]"
amadeusai/Amadeus-Verbo-BI-Qwen-2.5-0.5B-PT-BR-Instruct-Experimental,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.49884493350982667,0.0,0.12080869871400719,0.0,0.040269566238002395,2000,"[0.5884684324264526, 0.5884684324264526, 0.5391505360603333, 0.5391505360603333, 0.507030725479126, 0.507030725479126, 0.4598248302936554, 0.4598248302936554, 0.39975014328956604, 0.39975014328956604]"
shb2024/Qwen-0.5B-AMR,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.6071564555168152,0.0,0.09429014636430243,0.0,0.03143004878810081,2000,"[0.6724426746368408, 0.6724426746368408, 0.6006338596343994, 0.6006338596343994, 0.5617459416389465, 0.5617459416389465, 0.6399041414260864, 0.6399041414260864, 0.5610556602478027, 0.5610556602478027]"
JayHyeon/Qwen2.5-0.5B-SFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.30093427300453185,0.0,0.004087012122714758,0.0,0.0013623373742382525,2000,"[0.3156467080116272, 0.3156467080116272, 0.322321355342865, 0.322321355342865, 0.28569459915161133, 0.28569459915161133, 0.27184048295021057, 0.27184048295021057, 0.3091682195663452, 0.3091682195663452]"
JayHyeon/Qwen2.5-0.5B-SFT-5e-5-3ep,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.43726466298103334,0.0,0.0685207222208156,0.0,0.022840240740271866,2000,"[0.49497276544570923, 0.49497276544570923, 0.4831286072731018, 0.4831286072731018, 0.40831631422042847, 0.40831631422042847, 0.4714322090148926, 0.4714322090148926, 0.32847341895103455, 0.32847341895103455]"
AcropolisLabs/Zyphen-CO-Legal-Autocomplete-micro,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.4945797473192215,0.0,0.0,0.0,0.0,2000,"[0.4630465507507324, 0.4630465805530548, 0.40897899866104126, 0.40897899866104126, 0.5006208419799805, 0.5006208419799805, 0.5318480134010315, 0.5318480134010315, 0.5684043169021606, 0.5684043169021606]"
viethq5/Qwen2.5-0.5B-Instruct-f16,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.5747755885124206,0.0,0.0735048648236561,0.0,0.024501621607885368,2000,"[0.5873260498046875, 0.5873260498046875, 0.6457942724227905, 0.6457943320274353, 0.588262677192688, 0.588262677192688, 0.5095223188400269, 0.5095222592353821, 0.5429726243019104, 0.5429726243019104]"
cavendishlabs/sftd_model_c03f6a40-3b64-4f9b-b5f3-dd704171c333,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.4915722370147705,0.0,0.060347179500896034,0.0,0.020115726500298678,2000,"[0.4035986065864563, 0.4035986065864563, 0.5714666843414307, 0.5714666843414307, 0.521208643913269, 0.521208643913269, 0.4771782159805298, 0.4771782159805298, 0.48440903425216675, 0.48440903425216675]"
JayHyeon/QWEN_toy-DPOP_5e-5-100ep_0alp_5lam,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.5049363434314728,0.0,0.0,0.0,0.0,2000,"[0.4490305483341217, 0.4490305483341217, 0.47874319553375244, 0.47874319553375244, 0.5660315752029419, 0.5660315752029419, 0.5092353820800781, 0.5092353820800781, 0.5216410160064697, 0.5216410160064697]"
cavendishlabs/sftd_model_1cdaec2e-939d-41c6-b49f-8c97e02695ec,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.43926369547843935,0.0,0.0,0.0,0.0,2000,"[0.4087158441543579, 0.4087158441543579, 0.42662185430526733, 0.42662185430526733, 0.4567064642906189, 0.4567064642906189, 0.518372654914856, 0.518372654914856, 0.38590165972709656, 0.38590165972709656]"
verge4646/autotrain-qwen-1737303151,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.46379916071891786,0.0,0.025316455696202535,0.0,0.008438818565400845,2000,"[0.43692582845687866, 0.43692582845687866, 0.491865336894989, 0.491865336894989, 0.5230675339698792, 0.5230675339698792, 0.42086637020111084, 0.42086637020111084, 0.44627073407173157, 0.44627073407173157]"
minchyeom/bot3-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.5404727101325989,0.0,0.0,0.0,0.0,2000,"[0.526490330696106, 0.526490330696106, 0.5547095537185669, 0.5547095537185669, 0.4858192801475525, 0.4858192801475525, 0.5463008880615234, 0.5463008880615234, 0.5890434980392456, 0.5890434980392456]"
fabiopernisi/Qwen2.5-0.5B-BMW-compl,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.4832043766975403,0.0,0.0031007751937984496,0.0,0.0010335917312661498,2000,"[0.4677340090274811, 0.4677340090274811, 0.45312467217445374, 0.45312467217445374, 0.47551512718200684, 0.47551512718200684, 0.5694902539253235, 0.5694902539253235, 0.4501578211784363, 0.4501578211784363]"
josang1204/Qweb2.5-FT-CSY,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.3753089368343353,0.0,0.04336561899899479,0.0,0.014455206332998264,2000,"[0.2889319062232971, 0.2889319062232971, 0.43068206310272217, 0.43068206310272217, 0.3004942834377289, 0.3004942834377289, 0.47434407472610474, 0.47434407472610474, 0.38209235668182373, 0.38209235668182373]"
p1atdev/qwen2.5-0.5b-grpo-math-01,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.44909800589084625,0.0,0.0,0.0,0.0,2000,"[0.4532344937324524, 0.4532344937324524, 0.44497522711753845, 0.44497522711753845, 0.38471102714538574, 0.38471102714538574, 0.5587167739868164, 0.5587167739868164, 0.40385252237319946, 0.4038524925708771]"
adarksky/Qwen2.5-0.5B-sft-lora-rel-therapy,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.45634797811508176,0.0,0.13616244155537,0.0,0.04538748051845667,2000,"[0.5775262117385864, 0.5775262117385864, 0.48317262530326843, 0.4831726849079132, 0.3839831054210663, 0.3839831054210663, 0.5088967084884644, 0.5088967084884644, 0.32816120982170105, 0.32816120982170105]"
BlossomsAI/BloomVN-0.5B-ppo,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.47549915313720703,0.0,0.006258715903385954,0.0,0.002086238634461985,2000,"[0.6110303997993469, 0.6110303997993469, 0.501253068447113, 0.501253068447113, 0.4066218137741089, 0.4066218137741089, 0.520146369934082, 0.520146369934082, 0.3384441137313843, 0.3384441137313843]"
alamios/DeepSeek-R1-DRAFT-Qwen2.5-0.5B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.3461433261632919,0.0,0.0654784549011085,0.0,0.021826151633702832,2000,"[0.3230327069759369, 0.3230327367782593, 0.40314775705337524, 0.40314775705337524, 0.3619205057621002, 0.3619205057621002, 0.38293540477752686, 0.38293546438217163, 0.25968021154403687, 0.25968021154403687]"
awentzonline/Qwen2.5-0.5B-replies,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.4359908580780029,0.0,0.013286365922035437,0.0,0.004428788640678479,2000,"[0.5043084621429443, 0.5043084621429443, 0.5340948104858398, 0.5340948104858398, 0.3079361617565155, 0.3079361617565155, 0.37093812227249146, 0.37093812227249146, 0.4626767337322235, 0.4626767337322235]"
brando/tfa_output_2025_m02_d07_t07h_45m_38s,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.40830268561840055,0.0,0.046288720046756285,0.0,0.015429573348918762,2000,"[0.3914759159088135, 0.39147594571113586, 0.44775956869125366, 0.44775956869125366, 0.4185735285282135, 0.4185735285282135, 0.42831313610076904, 0.42831313610076904, 0.355391263961792, 0.355391263961792]"
oieieio/Qwen2.5-0.5B-Instruct,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.5482564091682434,0.0,0.07806246414245063,0.0,0.026020821380816878,2000,"[0.5449115037918091, 0.5449115037918091, 0.5551739931106567, 0.5551739931106567, 0.5593284368515015, 0.5593284368515015, 0.5169676542282104, 0.5169676542282104, 0.5649004578590393, 0.5649004578590393]"
petkopetkov/Qwen2.5-0.5B-song-lyrics-generation,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.5974444329738617,0.0,0.07957142509793981,0.0,0.026523808365979937,2000,"[0.5489892959594727, 0.5489892959594727, 0.6043033599853516, 0.6043033599853516, 0.5789879560470581, 0.5789879560470581, 0.6682466268539429, 0.6682466268539429, 0.5866948962211609, 0.5866949558258057]"
JonhTheTrueKingoftheNorth/Qwen2.5-0.5b,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.5597757756710052,0.0,0.10656453339922575,0.0,0.03552151113307525,2000,"[0.6430833339691162, 0.6430833339691162, 0.48499661684036255, 0.48499661684036255, 0.5703731179237366, 0.5703731179237366, 0.4943716824054718, 0.4943716824054718, 0.6060541272163391, 0.6060541272163391]"
dtejasaipraveen/qwenfinetuned,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.43797377347946165,0.0,0.0013937282229965157,0.0,0.0004645760743321719,2000,"[0.35713574290275574, 0.35713574290275574, 0.49847304821014404, 0.49847304821014404, 0.48254022002220154, 0.4825402498245239, 0.3969479501247406, 0.396947979927063, 0.45477187633514404, 0.45477187633514404]"
qgallouedec/Qwen2.5-0.5B-GRPO-2873,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.4449549913406372,0.0,0.02373887240356083,0.0,0.00791295746785361,2000,"[0.5493046045303345, 0.5493046045303345, 0.47949668765068054, 0.47949668765068054, 0.3754272162914276, 0.3754272162914276, 0.4351229667663574, 0.4351229667663574, 0.385423481464386, 0.385423481464386]"
qgallouedec/Qwen2.5-0.5B-GRPO-main,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.4823958069086075,0.0,0.012183055040197897,0.0,0.004061018346732633,2000,"[0.5297489166259766, 0.5297489166259766, 0.4606332778930664, 0.4606332778930664, 0.5872468948364258, 0.5872468948364258, 0.4365687072277069, 0.4365686774253845, 0.39778125286102295, 0.39778125286102295]"
alothomas/Qwen2.5-0.5B-PRM-RAD-balanced-V3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.4267895221710205,0.0,0.0,0.0,0.0,2000,"[0.37623319029808044, 0.37623319029808044, 0.44246917963027954, 0.44246917963027954, 0.5100080966949463, 0.5100080966949463, 0.3312315344810486, 0.33123159408569336, 0.4740055799484253, 0.4740055799484253]"
valerielucro/Qwen2-0.5B-GRPO-VLLM-mni-epoc-64-full,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.38468687832355497,0.0,0.030288129081828662,0.0,0.01009604302727622,2000,"[0.30879920721054077, 0.30879920721054077, 0.40636759996414185, 0.40636757016181946, 0.4052639305591583, 0.4052639305591583, 0.43534255027770996, 0.43534255027770996, 0.36766111850738525, 0.36766111850738525]"
alothomas/Qwen2.5-0.5B-PRM-RAD-balanced-V4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.38093691468238833,0.0,0.0,0.0,0.0,2000,"[0.517719566822052, 0.517719566822052, 0.3475407361984253, 0.3475407361984253, 0.2787565588951111, 0.2787565588951111, 0.33850526809692383, 0.33850526809692383, 0.4221624433994293, 0.4221624433994293]"
flyyufelix/Qwen-2.5-7B-Simple-RL,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.5890220761299133,0.0,0.11146264878998077,0.0,0.03715421626332693,2000,"[0.6558440923690796, 0.6558440923690796, 0.5402886867523193, 0.5402886867523193, 0.6466188430786133, 0.6466188430786133, 0.5666215419769287, 0.5666215419769287, 0.5357372164726257, 0.5357372164726257]"
jzhang-x/Qwen-2.5-7B-Simple-RL,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.4343249320983887,0.0,0.0,0.0,0.0,2000,"[0.4173373281955719, 0.4173373281955719, 0.3447302579879761, 0.3447302579879761, 0.5513806343078613, 0.5513806343078613, 0.42275550961494446, 0.42275550961494446, 0.4354209303855896, 0.4354209303855896]"
ruizhe1217/sft-s1-qwen-0.5b,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.578266954421997,0.0,0.03717849833643547,0.0,0.012392832778811822,2000,"[0.5518806576728821, 0.5518806576728821, 0.569454550743103, 0.5694546103477478, 0.5860928297042847, 0.5860928297042847, 0.5935912132263184, 0.5935912728309631, 0.5903154611587524, 0.5903154611587524]"
hZzy/qwen2.5-0.5b-sft-25-1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.41325736939907076,0.0,0.029592850049652432,0.0,0.009864283349884144,2000,"[0.3770436644554138, 0.37704360485076904, 0.364676296710968, 0.364676296710968, 0.4067467153072357, 0.40674668550491333, 0.3878772258758545, 0.3878772258758545, 0.5299429893493652, 0.5299429893493652]"
sathwik16/results,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.4433541715145111,0.0,0.0551834172497221,0.0,0.018394472416574034,2000,"[0.4797542095184326, 0.4797542095184326, 0.40589582920074463, 0.40589582920074463, 0.47060626745224, 0.47060626745224, 0.4258325695991516, 0.4258325695991516, 0.4346820116043091, 0.4346819519996643]"
alothomas/Qwen2.5-0.5B-PRM-RAD-balanced-150k,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.4157025873661041,0.0,0.0,0.0,0.0,2000,"[0.3880242705345154, 0.3880242109298706, 0.5107770562171936, 0.5107770562171936, 0.3591046929359436, 0.359104722738266, 0.42424553632736206, 0.4242455065250397, 0.39636141061782837, 0.39636141061782837]"
mustafij48/qwen2.5-0.5B_on_databricks_dolly_4k_datasize_5_epoch,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.3777716219425201,0.0,0.03817543547813722,0.0,0.012725145159379073,2000,"[0.3608534336090088, 0.3608534336090088, 0.4205641448497772, 0.4205641448497772, 0.35175856947898865, 0.35175856947898865, 0.3918876349925995, 0.3918876349925995, 0.36379432678222656, 0.36379432678222656]"
valerielucro/Qwen2-0.5B-GRPO-VLLM-mni-epoch-8-peft,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.45550517439842225,0.0,0.07707711954062545,0.0,0.02569237318020848,2000,"[0.5099408626556396, 0.5099408626556396, 0.4008963704109192, 0.4008963704109192, 0.42347583174705505, 0.42347583174705505, 0.4686621427536011, 0.4686621427536011, 0.47455066442489624, 0.47455066442489624]"
EdBerg/outputs_qwen_100,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.46600459814071654,0.0,0.03167038055661507,0.0,0.01055679351887169,2000,"[0.5890259742736816, 0.5890259742736816, 0.402513325214386, 0.402513325214386, 0.47039687633514404, 0.47039687633514404, 0.427035927772522, 0.427035927772522, 0.4410508871078491, 0.4410508871078491]"
EdBerg/outputs_qwen_232,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.563173520565033,0.0,0.11178831503679117,0.0,0.03726277167893039,2000,"[0.5546320676803589, 0.5546320676803589, 0.6510301232337952, 0.6510301232337952, 0.520514726638794, 0.520514726638794, 0.5868549346923828, 0.5868549346923828, 0.502835750579834, 0.502835750579834]"
southfreebird/Qwen2.5-0.5B-Instruct,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.5611878395080566,0.0,0.02197083961789844,0.0,0.007323613205966147,2000,"[0.6510874032974243, 0.6510874032974243, 0.5458925366401672, 0.5458925366401672, 0.5478042960166931, 0.5478042960166931, 0.49431878328323364, 0.49431878328323364, 0.5668361783027649, 0.5668361783027649]"
DiamondGotCat/Prism-0.2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.5745938837528228,0.0,0.07074399212973496,0.0,0.023581330709911655,2000,"[0.5952589511871338, 0.5952589511871338, 0.5089123249053955, 0.5089123249053955, 0.6213557720184326, 0.6213557720184326, 0.5933748483657837, 0.5933748483657837, 0.5540675520896912, 0.5540674924850464]"
jhu-clsp/rank1-0.5b,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.5774487674236297,0.0,0.010593971631205673,0.0,0.003531323877068558,2000,"[0.5801946520805359, 0.5801946520805359, 0.4992559254169464, 0.4992559254169464, 0.594123363494873, 0.594123363494873, 0.5849408507347107, 0.5849408507347107, 0.6287290453910828, 0.6287290453910828]"
qgallouedec/Qwen2.5-0.5B-codeforces-SFT,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.4994063854217529,0.0,0.06006159270378224,0.0,0.020020530901260745,2000,"[0.6294465065002441, 0.6294465065002441, 0.593970537185669, 0.593970537185669, 0.5194833278656006, 0.519483208656311, 0.32608693838119507, 0.32608693838119507, 0.4280446767807007, 0.4280446767807007]"
hZzy/qwen2.5-0.5b-sft2-25-1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,10,0.41653905510902406,0.0,0.00950575490859851,0.0,0.0031685849695328367,2000,"[0.34468284249305725, 0.34468284249305725, 0.493164598941803, 0.493164598941803, 0.3920249342918396, 0.39202481508255005, 0.43282580375671387, 0.43282580375671387, 0.4199971556663513, 0.4199971556663513]"
