threshold,tpr,fnr,tp,fn,n,filter
0.2,0.5555555555555556,0.4444444444444444,15,12,27,after
0.20500000000000002,0.5555555555555556,0.4444444444444444,15,12,27,after
0.21,0.5555555555555556,0.4444444444444444,15,12,27,after
0.215,0.5555555555555556,0.4444444444444444,15,12,27,after
0.22,0.5555555555555556,0.4444444444444444,15,12,27,after
0.225,0.5555555555555556,0.4444444444444444,15,12,27,after
0.23,0.5555555555555556,0.4444444444444444,15,12,27,after
0.23500000000000001,0.5555555555555556,0.4444444444444444,15,12,27,after
0.24,0.5555555555555556,0.4444444444444444,15,12,27,after
0.245,0.5185185185185185,0.48148148148148145,14,13,27,after
0.25,0.5185185185185185,0.48148148148148145,14,13,27,after
0.255,0.5185185185185185,0.48148148148148145,14,13,27,after
0.26,0.5185185185185185,0.48148148148148145,14,13,27,after
0.265,0.5185185185185185,0.48148148148148145,14,13,27,after
0.27,0.5185185185185185,0.48148148148148145,14,13,27,after
0.275,0.5185185185185185,0.48148148148148145,14,13,27,after
0.28,0.5185185185185185,0.48148148148148145,14,13,27,after
0.28500000000000003,0.5185185185185185,0.48148148148148145,14,13,27,after
0.29,0.48148148148148145,0.5185185185185185,13,14,27,after
0.295,0.48148148148148145,0.5185185185185185,13,14,27,after
0.3,0.4444444444444444,0.5555555555555556,12,15,27,after
0.305,0.4444444444444444,0.5555555555555556,12,15,27,after
0.31,0.4444444444444444,0.5555555555555556,12,15,27,after
0.315,0.4444444444444444,0.5555555555555556,12,15,27,after
0.32,0.3333333333333333,0.6666666666666666,9,18,27,after
0.325,0.3333333333333333,0.6666666666666666,9,18,27,after
0.33,0.3333333333333333,0.6666666666666666,9,18,27,after
0.335,0.3333333333333333,0.6666666666666666,9,18,27,after
0.34,0.2962962962962963,0.7037037037037037,8,19,27,after
0.34500000000000003,0.2962962962962963,0.7037037037037037,8,19,27,after
0.35000000000000003,0.25925925925925924,0.7407407407407407,7,20,27,after
0.355,0.25925925925925924,0.7407407407407407,7,20,27,after
0.36,0.25925925925925924,0.7407407407407407,7,20,27,after
0.365,0.25925925925925924,0.7407407407407407,7,20,27,after
0.37,0.25925925925925924,0.7407407407407407,7,20,27,after
0.375,0.2222222222222222,0.7777777777777778,6,21,27,after
0.38,0.2222222222222222,0.7777777777777778,6,21,27,after
0.385,0.2222222222222222,0.7777777777777778,6,21,27,after
0.39,0.2222222222222222,0.7777777777777778,6,21,27,after
0.395,0.2222222222222222,0.7777777777777778,6,21,27,after
0.4,0.2222222222222222,0.7777777777777778,6,21,27,after
0.405,0.2222222222222222,0.7777777777777778,6,21,27,after
0.41000000000000003,0.2222222222222222,0.7777777777777778,6,21,27,after
0.41500000000000004,0.2222222222222222,0.7777777777777778,6,21,27,after
0.42,0.2222222222222222,0.7777777777777778,6,21,27,after
0.425,0.2222222222222222,0.7777777777777778,6,21,27,after
0.43,0.2222222222222222,0.7777777777777778,6,21,27,after
0.435,0.2222222222222222,0.7777777777777778,6,21,27,after
0.44,0.2222222222222222,0.7777777777777778,6,21,27,after
0.445,0.2222222222222222,0.7777777777777778,6,21,27,after
0.45,0.2222222222222222,0.7777777777777778,6,21,27,after
0.455,0.2222222222222222,0.7777777777777778,6,21,27,after
0.46,0.2222222222222222,0.7777777777777778,6,21,27,after
0.465,0.2222222222222222,0.7777777777777778,6,21,27,after
0.47000000000000003,0.2222222222222222,0.7777777777777778,6,21,27,after
0.47500000000000003,0.2222222222222222,0.7777777777777778,6,21,27,after
0.48,0.2222222222222222,0.7777777777777778,6,21,27,after
0.485,0.2222222222222222,0.7777777777777778,6,21,27,after
0.49,0.2222222222222222,0.7777777777777778,6,21,27,after
0.495,0.2222222222222222,0.7777777777777778,6,21,27,after
0.5,0.2222222222222222,0.7777777777777778,6,21,27,after
0.505,0.2222222222222222,0.7777777777777778,6,21,27,after
0.51,0.2222222222222222,0.7777777777777778,6,21,27,after
0.515,0.2222222222222222,0.7777777777777778,6,21,27,after
0.52,0.2222222222222222,0.7777777777777778,6,21,27,after
0.525,0.2222222222222222,0.7777777777777778,6,21,27,after
0.53,0.2222222222222222,0.7777777777777778,6,21,27,after
0.535,0.2222222222222222,0.7777777777777778,6,21,27,after
0.54,0.2222222222222222,0.7777777777777778,6,21,27,after
0.545,0.2222222222222222,0.7777777777777778,6,21,27,after
0.55,0.2222222222222222,0.7777777777777778,6,21,27,after
0.555,0.2222222222222222,0.7777777777777778,6,21,27,after
0.56,0.2222222222222222,0.7777777777777778,6,21,27,after
0.5650000000000001,0.2222222222222222,0.7777777777777778,6,21,27,after
0.5700000000000001,0.2222222222222222,0.7777777777777778,6,21,27,after
0.5750000000000001,0.2222222222222222,0.7777777777777778,6,21,27,after
0.58,0.2222222222222222,0.7777777777777778,6,21,27,after
0.585,0.2222222222222222,0.7777777777777778,6,21,27,after
0.59,0.2222222222222222,0.7777777777777778,6,21,27,after
0.595,0.18518518518518517,0.8148148148148148,5,22,27,after
0.6,0.18518518518518517,0.8148148148148148,5,22,27,after
0.605,0.18518518518518517,0.8148148148148148,5,22,27,after
0.61,0.18518518518518517,0.8148148148148148,5,22,27,after
0.615,0.14814814814814814,0.8518518518518519,4,23,27,after
0.62,0.14814814814814814,0.8518518518518519,4,23,27,after
0.625,0.14814814814814814,0.8518518518518519,4,23,27,after
0.63,0.14814814814814814,0.8518518518518519,4,23,27,after
0.635,0.14814814814814814,0.8518518518518519,4,23,27,after
0.64,0.14814814814814814,0.8518518518518519,4,23,27,after
0.645,0.1111111111111111,0.8888888888888888,3,24,27,after
0.65,0.1111111111111111,0.8888888888888888,3,24,27,after
0.655,0.1111111111111111,0.8888888888888888,3,24,27,after
0.66,0.1111111111111111,0.8888888888888888,3,24,27,after
0.665,0.1111111111111111,0.8888888888888888,3,24,27,after
0.67,0.1111111111111111,0.8888888888888888,3,24,27,after
0.675,0.1111111111111111,0.8888888888888888,3,24,27,after
0.68,0.1111111111111111,0.8888888888888888,3,24,27,after
0.685,0.1111111111111111,0.8888888888888888,3,24,27,after
0.6900000000000001,0.1111111111111111,0.8888888888888888,3,24,27,after
0.6950000000000001,0.1111111111111111,0.8888888888888888,3,24,27,after
0.7000000000000001,0.1111111111111111,0.8888888888888888,3,24,27,after
0.705,0.1111111111111111,0.8888888888888888,3,24,27,after
0.71,0.1111111111111111,0.8888888888888888,3,24,27,after
0.715,0.1111111111111111,0.8888888888888888,3,24,27,after
0.72,0.1111111111111111,0.8888888888888888,3,24,27,after
0.725,0.1111111111111111,0.8888888888888888,3,24,27,after
0.73,0.1111111111111111,0.8888888888888888,3,24,27,after
0.735,0.1111111111111111,0.8888888888888888,3,24,27,after
0.74,0.1111111111111111,0.8888888888888888,3,24,27,after
0.745,0.1111111111111111,0.8888888888888888,3,24,27,after
0.75,0.1111111111111111,0.8888888888888888,3,24,27,after
0.755,0.1111111111111111,0.8888888888888888,3,24,27,after
0.76,0.07407407407407407,0.9259259259259259,2,25,27,after
0.765,0.07407407407407407,0.9259259259259259,2,25,27,after
0.77,0.07407407407407407,0.9259259259259259,2,25,27,after
0.775,0.07407407407407407,0.9259259259259259,2,25,27,after
0.78,0.07407407407407407,0.9259259259259259,2,25,27,after
0.785,0.07407407407407407,0.9259259259259259,2,25,27,after
0.79,0.07407407407407407,0.9259259259259259,2,25,27,after
0.795,0.07407407407407407,0.9259259259259259,2,25,27,after
0.8,0.07407407407407407,0.9259259259259259,2,25,27,after
0.805,0.07407407407407407,0.9259259259259259,2,25,27,after
0.81,0.07407407407407407,0.9259259259259259,2,25,27,after
0.8150000000000001,0.07407407407407407,0.9259259259259259,2,25,27,after
0.8200000000000001,0.07407407407407407,0.9259259259259259,2,25,27,after
0.8250000000000001,0.07407407407407407,0.9259259259259259,2,25,27,after
0.8300000000000001,0.07407407407407407,0.9259259259259259,2,25,27,after
0.835,0.07407407407407407,0.9259259259259259,2,25,27,after
0.84,0.07407407407407407,0.9259259259259259,2,25,27,after
0.845,0.07407407407407407,0.9259259259259259,2,25,27,after
0.85,0.07407407407407407,0.9259259259259259,2,25,27,after
0.855,0.07407407407407407,0.9259259259259259,2,25,27,after
0.86,0.07407407407407407,0.9259259259259259,2,25,27,after
0.865,0.07407407407407407,0.9259259259259259,2,25,27,after
0.87,0.07407407407407407,0.9259259259259259,2,25,27,after
0.875,0.07407407407407407,0.9259259259259259,2,25,27,after
0.88,0.07407407407407407,0.9259259259259259,2,25,27,after
0.885,0.07407407407407407,0.9259259259259259,2,25,27,after
0.89,0.07407407407407407,0.9259259259259259,2,25,27,after
0.895,0.07407407407407407,0.9259259259259259,2,25,27,after
0.9,0.07407407407407407,0.9259259259259259,2,25,27,after
0.905,0.07407407407407407,0.9259259259259259,2,25,27,after
0.91,0.07407407407407407,0.9259259259259259,2,25,27,after
0.915,0.07407407407407407,0.9259259259259259,2,25,27,after
0.92,0.07407407407407407,0.9259259259259259,2,25,27,after
0.925,0.07407407407407407,0.9259259259259259,2,25,27,after
0.93,0.07407407407407407,0.9259259259259259,2,25,27,after
0.935,0.07407407407407407,0.9259259259259259,2,25,27,after
0.9400000000000001,0.07407407407407407,0.9259259259259259,2,25,27,after
0.9450000000000001,0.07407407407407407,0.9259259259259259,2,25,27,after
0.9500000000000001,0.07407407407407407,0.9259259259259259,2,25,27,after
0.9550000000000001,0.07407407407407407,0.9259259259259259,2,25,27,after
0.96,0.07407407407407407,0.9259259259259259,2,25,27,after
0.965,0.07407407407407407,0.9259259259259259,2,25,27,after
0.97,0.07407407407407407,0.9259259259259259,2,25,27,after
0.975,0.07407407407407407,0.9259259259259259,2,25,27,after
0.98,0.07407407407407407,0.9259259259259259,2,25,27,after
0.985,0.07407407407407407,0.9259259259259259,2,25,27,after
0.99,0.07407407407407407,0.9259259259259259,2,25,27,after
0.995,0.07407407407407407,0.9259259259259259,2,25,27,after
1.0,0.07407407407407407,0.9259259259259259,2,25,27,after
